file_id,p2p|structure_distance,p2p|psnr_unedit_part,p2p|lpips_unedit_part,p2p|mse_unedit_part,p2p|ssim_unedit_part,p2p|clip_similarity_source_image,p2p|clip_similarity_target_image,p2p|clip_similarity_target_image_edit_part
000000000000,0.009056029,29.292879104614258,0.044672347605228424,0.0011768254917114973,0.9069719910621643,24.254079818725586,22.95833969116211,23.711090087890625
000000000001,0.017442226,24.56999969482422,0.07122422009706497,0.0034914035350084305,0.8493201732635498,24.352760314941406,26.845901489257812,30.59769630432129
000000000002,0.015005632,29.153249740600586,0.040365975350141525,0.0012152759591117501,0.9384125471115112,27.53310775756836,27.90960693359375,21.325565338134766
000000000003,0.029640293,24.763858795166016,0.05617506429553032,0.003338981419801712,0.8181208372116089,28.134750366210938,26.854246139526367,30.87136459350586
000000000004,0.02777889,29.574081420898438,0.04167290776968002,0.0011030413443222642,0.927884578704834,27.585744857788086,32.34208679199219,30.87621307373047
000000000005,0.0073423586,34.57411193847656,0.028588563203811646,0.00034880987368524075,0.9560166597366333,27.55791473388672,21.472993850708008,17.100343704223633
000000000006,0.0034939065,34.85403060913086,0.024596335366368294,0.00032703703618608415,0.9614318013191223,24.083881378173828,33.170867919921875,25.96200180053711
000000000007,0.012564148,26.313814163208008,0.09480919688940048,0.0023367840331047773,0.6961119771003723,27.818614959716797,26.96286964416504,21.629364013671875
000000000008,0.0074263513,29.50395965576172,0.06381106376647949,0.001120995613746345,0.880218505859375,29.649139404296875,27.540088653564453,10.955652236938477
000000000009,0.017673656,36.17770767211914,0.017885196954011917,0.00024111790116876364,0.994644284248352,26.778470993041992,25.723514556884766,25.648550033569336
000000000010,0.02018942,23.675457000732422,0.10278385877609253,0.004289970267564058,0.8041688799858093,34.05667495727539,29.443132400512695,20.233530044555664
000000000011,0.008569332,32.98754119873047,0.08982569724321365,0.0005026269354857504,0.9345961213111877,23.193965911865234,27.91851234436035,25.94783592224121
000000000012,0.025934074,22.107763290405273,0.04114406928420067,0.0061549353413283825,0.9350063800811768,27.203556060791016,24.757198333740234,27.120559692382812
